,cities_tags,purchase_places,stores,countries,countries_tags,countries_fr,code,product_name,generic_name,manufacturing_places,manufacturing_places_tags,main_category_fr,created_datetime,last_modified_datetime
97,vitre-ille-et-vilaine-france,france,carrefour,france,france,france,2000000002972,lait entier,lait entier stérilisé uht ,"société laitière de vitré (filiale groupe lactalis) - les guichardières - 35500 vitré,ille-et-vilaine,bretagne,france","societe-laitiere-de-vitre-filiale-groupe-lactalis-les-guichardieres-35500-vitre,ille-et-vilaine,bretagne,france",laits,2013-09-07t12:24:49z,2015-03-04t16:48:45z
98,vitre-ille-et-vilaine-france,france,carrefour,france,france,france,2000000002973,bridelight semi-épaisse (4 % mg),spécialité laitière stérilisée uht à base de crème légère,"société laitière de vitré (filiale groupe lactalis) - les guichardières - 35500 vitré,ille-et-vilaine,bretagne,france","societe-laitiere-de-vitre-filiale-groupe-lactalis-les-guichardieres-35500-vitre,ille-et-vilaine,bretagne,france",crèmes,2013-09-07t12:29:29z,2015-03-04t17:34:49z
99,vitre-ille-et-vilaine-france,france,carrefour,france,france,france,2000000003040,lait stérilisé uht demi-écrémé ,lait demi-écrémé stérilisé uht,"société laitière de vitré (filiale groupe lactalis) - les guichardières - 35500 vitré,ille-et-vilaine,bretagne,france","societe-laitiere-de-vitre-filiale-groupe-lactalis-les-guichardieres-35500-vitre,ille-et-vilaine,bretagne,france",laits,2013-09-18t16:03:21z,2015-09-13t11:58:47z
100,vitre-ille-et-vilaine-france,france,carrefour,france,france,france,2000000003041,lait entier ,lait entier stérilisé uht,"société laitière de vitré (filiale groupe lactalis) - les guichardières - 35500 vitré,ille-et-vilaine,bretagne,france","societe-laitiere-de-vitre-filiale-groupe-lactalis-les-guichardieres-35500-vitre,ille-et-vilaine,bretagne,france",laits,2013-09-18t16:08:51z,2015-08-01t21:55:36z
101,moneteau-yonne-france,"lyon,france",quick,france,france,france,2000000003268,"mini yop, goût fraise",yaourt à boire sucré aromatisé,"yoplait france (filiale general mills/sodiaal international) - 49 route d'auxerre - 89470 monéteau,yonne,bourgogne,france","yoplait-france-filiale-general-mills-sodiaal-international-49-route-d-auxerre-89470-moneteau,yonne,bourgogne,france",yaourts à boire,2013-10-10t12:51:20z,2015-08-19t16:55:44z
102,thones-haute-savoie-france,"thônes,france",coopérative de thônes,france,france,france,2000000005261,reblochon de savoie fermier aop (22 % mg) au lait cru,"fromage de france aop, de montagne, à pâte pressée non cuite, au lait cru de vache","société coopérative agricole des producteurs de reblochons de la vallée de thônes (sté coop agric product reblochon vall) - route d'annecy - 74230 thônes,haute-savoie,rhône-alpes,france","societe-cooperative-agricole-des-producteurs-de-reblochons-de-la-vallee-de-thones-ste-coop-agric-product-reblochon-vall-route-d-annecy-74230-thones,haute-savoie,rhone-alpes,france",produits labellisés,2014-02-28t18:24:27z,2014-12-22t22:23:06z
103,"douarnenez-finistere-france,douarnenez-finistere-france",france,aldi,france,france,france,2000000006299,sandwich au thon (recette bretonne) [même code barre 26015958 que sandwich au thon (recette méditerranéenne)],préparation pour sandwich au thon,"etablissements paul paulet - epp (filiale mwbrands) - 4 rue du pont dinou - zi de pouldavid - 29100 douarnenez,finistère,bretagne,france","etablissements-paul-paulet-epp-filiale-mwbrands-4-rue-du-pont-dinou-zi-de-pouldavid-29100-douarnenez,finistere,bretagne,france",produits à tartiner salés,2014-04-02t16:55:20z,2015-06-10t09:32:36z
104,rodez-aveyron-france,"lyon,france",don du sang,france,france,france,2000000006802,pâté de campagne,pâté de campagne,"soulié restauration (filiale william saurin) - 392 rue des artisans - za bel air - 12000 rodez,aveyron,midi-pyrénées,france","soulie-restauration-filiale-william-saurin-392-rue-des-artisans-za-bel-air-12000-rodez,aveyron,midi-pyrenees,france",produits à tartiner salés,2014-04-14t11:16:22z,2015-01-09t11:13:38z
105,"verdun-meuse-france,verdun-meuse-france","villers bocage 80260,france",aldi,france,france,france,2000000007433,"chorizo supérieur fort [même code barre 26013077 que chorizo supérieur doux, voir 26013077]",chorizo supérieur pur porc ,"etablissements berni et cie - rue du port sec - zi de tavannes - 55100 verdun,meuse,lorraine,france","etablissements-berni-et-cie-rue-du-port-sec-zi-de-tavannes-55100-verdun,meuse,lorraine,france",saucissons,2014-05-02t11:43:50z,2016-01-01t16:32:00z
106,bailleul-neuville-seine-maritime-france,"rouen,france",leclerc,france,france,france,2000000009074,coeur au lin,coeur au lin,normandie,normandie,fromages de vache,2014-07-05t16:48:19z,2014-07-05t16:54:53z
107,rumilly-haute-savoie-france,rumilly-haute-savoie-france,carrefour,france,france,france,2000000009431,petit déjeuner instantané,petit déjeuner instantané,"rumilly,france","rumilly,france",petit-déjeuners,2014-07-20t16:32:25z,2015-04-04t15:34:07z
108,etainhus-seine-maritime-france,etainhus-seine-maritime-france,carrefour,france,france,france,2000000009438,biscottes,biscottes,"deville les rouen,val de saône,saint-martin de londres","deville-les-rouen,val-de-saone,saint-martin-de-londres",pains,2014-07-20t17:41:39z,2014-07-20t18:46:37z
109,"airvault-deux-sevres-france,airvault-deux-sevres-france","villers bocage 80260,france",aldi,france,france,france,2000000009759,colin d'alaska à la provençale surgelé ,"colin d'alaska à la provençale : sauce aux légumes, surgelé","marie surgelés - ms (filiale groupe lambert dodard chancereul - ldc) - zone economique de coquine - le pont de barroux - 79600 airvault,deux-sèvres,poitou-charentes,france","marie-surgeles-ms-filiale-groupe-lambert-dodard-chancereul-ldc-zone-economique-de-coquine-le-pont-de-barroux-79600-airvault,deux-sevres,poitou-charentes,france",surgelés,2014-08-03t06:03:47z,2016-07-20t14:20:36z
110,"aytre-charente-maritime-france,aytre-charente-maritime-france",france,aldi,france,france,france,2000000010205,semoule au lait saveur vanille,semoule au lait entier sucrée aromatisée,"senoble desserts premium (filiale senoble) - 9 rue galilée - zac de belle aire - 17440 aytré,charente-maritime,poitou-charentes,france","senoble-desserts-premium-filiale-senoble-9-rue-galilee-zac-de-belle-aire-17440-aytre,charente-maritime,poitou-charentes,france",desserts,2014-08-21t10:35:27z,2015-08-28t20:06:51z
111,hures-la-parade-lozere-france,"france,florac",carrefour,france,france,france,2000000011044,mouton au vin blanc,spécialité de viande de mouton,"montbrun,lozère,france","montbrun,lozere,france",viandes,2014-09-20t10:44:31z,2014-09-20t10:50:09z
112,hures-la-parade-lozere-france,"france,florac",carrefour,france,france,france,2000000011045,marinade caussenarde,spécialité de viande de mouton,"montbrun,lozère,france","montbrun,lozere,france",viandes,2014-09-20t10:50:59z,2014-09-20t10:55:37z
113,"chateau-salins-moselle-france,chateau-salins-moselle-france","courrières,france",mcdonald's,france,france,france,2000000011985,mon bio à boire à la paille fraise-mûre,yaourt sucré à la fraise et à la mûre à boire issu de l'agriculture biologique,"senagral (filiale senoble) - avenue des saulniers - zone industrielle - 57170 château-salins,moselle,lorraine,france","senagral-filiale-senoble-avenue-des-saulniers-zone-industrielle-57170-chateau-salins,moselle,lorraine,france",yaourts à boire,2014-10-23t20:02:24z,2015-08-19t18:51:10z
114,beuvillers-calvados-france,"briançon,france",e-leclerc,france,france,france,2000000015400,hachis parmienter family,hachis parmentier,france,france,plats à base de viande,2015-02-14t10:54:02z,2015-02-27t09:18:49z
115,liverdun-meurthe-et-moselle-france,france,épicerie de quartier,france,france,france,2000000016005,chapelure  belle france,chapelure,france,france,pains,2015-02-28t13:48:09z,2015-02-28t13:54:58z
116,sigy-seine-et-marne-france,"paris,france",la ruche qui dit oui,france,france,france,2000000016254,fromage blanc de campagne égoutté en sac 6% de mg,fromage blanc de campagne égoutté en sac 6% de mg,"la ferme de sigy,chemin départemental 62,77520 sigy,france,siret:79448186100019","la-ferme-de-sigy,chemin-departemental-62,77520-sigy,france,siret-79448186100019",fromages blancs,2015-03-07t18:02:49z,2015-03-07t19:12:14z
117,sigy-seine-et-marne-france,"paris,france",la ruche qui dit oui,france,france,france,2000000016255,la faisselle de sigy ,fromage blanc moulé à la louche 6% mg,"la ferme de sigy,chemin départemental 62,77520 sigy,france,siret:79448186100019","la-ferme-de-sigy,chemin-departemental-62,77520-sigy,france,siret-79448186100019",fromages blancs,2015-03-07t18:40:01z,2015-03-07t19:13:57z
118,bernieres-d-ailly-calvados-france,"paris,france",carrefour,france,france,france,2000000016880,camembert de normandie aop au lait cru,camembert de normandie aop au lait cru,"société fromagère de jort,14170 bernières d'ailly,normandie,france","societe-fromagere-de-jort,14170-bernieres-d-ailly,normandie,france",fromages de france,2015-04-04t18:06:29z,2015-04-05t12:48:09z
119,gavray-manche-france,"paris,france",carrefour,france,france,france,2000000016966,camembert de normandie pré saint-jean,camembert de normandie pré saint-jean,"fromagerie du val-de-sienne,50450 gavray,normandie,france","fromagerie-du-val-de-sienne,50450-gavray,normandie,france",fromages de france,2015-04-08t17:02:18z,2015-04-18t13:06:06z
120,tieule-lozere-france,cogolin magasin leclerc,leclerc,france,france,france,2000000017574,vrai la laiterie familiale,yaourt au lait de brebis nature ,lozere,lozere,yaourts,2015-05-06t14:41:21z,2015-05-06t14:55:49z
121,annecy-haute-savoie-france,"paris,france",mezzo di pasta,france,france,france,2000000018048,emmental français rapé,emmental français rapé,"e.a. sas,annecy,74000","e-a-sas,annecy,74000",emmental,2015-05-20t22:23:27z,2015-05-20t22:27:30z
122,lescure-d-albigeois-tarn-france,lescure-d-albigeois-tarn-france,carrefour,"royaume-uni,france","france,en:united-kingdom","france,royaume-uni",2000000018075,chorizo fort u,chorizo fort u,"tarn,midi-pyrnes,france","tarn,midi-pyrnes,france",salaison,2015-05-21t17:38:23z,2015-05-21t17:53:48z
123,"brennilis-finistere-france,brennilis-finistere-france",france,carrefour,france,france,france,2000000018666,blanc de dinde 4 tranches,"blanc de dinde cuit et traité en salaison, bruni et de qualité supérieure","les salaisons de l'arrée - parc d'entreprises - 29690 brennilis,finistère,bretagne,france","les-salaisons-de-l-arree-parc-d-entreprises-29690-brennilis,finistere,bretagne,france",volailles,2015-06-09t18:09:25z,2015-07-21t18:33:15z
124,bedarrides-vaucluse-france,"noyelles-godault,france",flunch,france,france,france,2000000018855,sel fin,sel fin,france,france,sels,2015-06-16t12:36:12z,2015-06-16t12:38:03z
125,leognan-gironde-france,france,carrefour,france,france,france,2000000021424,boisson lactée au cacao ,lait aromatisées au cacao à 10 g mg/l stérilisé ,"cacolac,33850,léognan,france","cacolac,33850,leognan,france",produits laitiers,2015-09-11t16:09:47z,2016-05-14t16:02:34z
126,champigneulles-meurthe-et-moselle-france,"gap,france",lidl,france,france,france,2000000021566,bière de prestige,bière blonde,union européenne,union-europeenne,boissons,2015-09-16t14:41:22z,2016-04-17t16:36:17z
127,saint-martin-des-entrees-calvados-france,saint pierre - ile de la réunion,carrefour,france,france,france,2000000021672,poêlée gourmande family tartiflette,poêlée,france,france,catégorie_inconnue,2015-09-18t17:54:21z,2015-09-18t18:13:31z
128,plelo-cotes-d-armor-france,lyon,lidl,france,france,france,2000000021703,soupe de poissons & langoustines,soupe de poissons,france,france,soupes,2015-09-19t15:01:39z,2015-09-19t15:19:00z
129,onet-le-chateau-aveyron-france,france,intermaché,france,france,france,2000000022167,rondelé ail de garonne & fines herbes (30% mg),"fromage à l'ail de garonne, aux fines herbes et arôme naturel",france,france,produits à tartiner salés,2015-10-04t13:04:23z,2015-10-04t13:53:26z
130,pouzauges-vendee-france,france,carrefour,france,france,france,2000000022323,filet de saumon et ratatouille provençale,filet de saumon et ratatouille provençale,france,france,plats préparés,2015-10-07t10:06:28z,2016-04-17t16:10:38z
131,pouzauges-vendee-france,france,carrefour,france,france,france,2000000022325,"filet de merlu coulis de piquillos, tagliatelles et brocolis","filet de merlu coulis de piquillos, tagliatelles et brocolis",france,france,plats préparés,2015-10-07t10:37:51z,2016-04-17t16:10:37z
132,pouzauges-vendee-france,france,carrefour,france,france,france,2000000022328,onglet de veau jus aux champignons et haricots verts,onglet de veau jus aux champignons et haricots verts,france,france,plats préparés,2015-10-07t10:54:52z,2016-04-17t16:10:35z
133,pouzauges-vendee-france,france,carrefour,france,france,france,2000000022329,poêlée de saint-jacques à la tomate et légumes à la coriandre,poêlée de saint-jacques à la tomate et légumes à la coriandre,france,france,plats préparés,2015-10-07t11:00:56z,2016-04-17t16:10:34z
134,beauvoir-sur-mer-vendee-france,france,carrefour,france,france,france,2000000022330,paleron de bœuf confit concassée de tomates et  choux-fleurs,paleron de bœuf confit concassée de tomates et  choux-fleurs,france,france,plats préparés,2015-10-07t11:03:10z,2015-10-07t11:06:19z
135,pouzauges-vendee-france,france,carrefour,france,france,france,2000000022333,velouté d'asperges et petits pois aux saint-jacques,velouté d'asperges et petits pois aux saint-jacques,france,france,plats préparés,2015-10-07t12:03:55z,2016-04-17t16:10:33z
136,pouzauges-vendee-france,france,carrefour,france,france,france,2000000022335,pot-au-feu aux légumes d'hiver,pot-au-feu aux légumes d'hiver,france,france,plats préparés,2015-10-07t12:10:26z,2016-04-17t16:10:32z
137,pouzauges-vendee-france,france,carrefour,france,france,france,2000000022337,pot-au-feu légumes d'hiver et pommes de terre,pot-au-feu légumes d'hiver et pommes de terre,france,france,plats préparés,2015-10-07t12:13:53z,2016-04-02t09:53:23z
138,pouzauges-vendee-france,france,carrefour,france,france,france,2000000022339,poulet et crevettes en bouillon de volaille au gingembre,poulet et crevettes en bouillon de volaille au gingembre,france,france,plats préparés,2015-10-07t12:16:03z,2016-04-17t16:10:31z
139,pouzauges-vendee-france,france,carrefour,france,france,france,2000000022340,sauté de porc au romarin et duo de carottes,sauté de porc au romarin et duo de carottes,france,france,plats préparés,2015-10-07t12:19:00z,2016-04-17t16:10:30z
140,pouzauges-vendee-france,france,carrefour,france,france,france,2000000022341,joues de porc au romarin et lentilles vertes,joues de porc au romarin et lentilles vertes,france,france,plats préparés,2015-10-07t12:21:56z,2016-04-17t16:10:29z
141,pouzauges-vendee-france,france,carrefour,france,france,france,2000000022343,tagine de veau et légumes fondants,tagine de veau et légumes fondants,france,france,plats préparés,2015-10-07t12:24:37z,2016-04-17t16:10:27z
142,pouzauges-vendee-france,france,carrefour,france,france,france,2000000022344,"bœuf au paprika, rouleaux de riz et daïkon","bœuf au paprika, rouleaux de riz et daïkon",france,france,plats préparés,2015-10-07t12:32:32z,2016-04-17t16:10:26z
143,pouzauges-vendee-france,france,carrefour,france,france,france,2000000022345,"bœuf au paprika, daïkon, chou pak choï et carottes","bœuf au paprika, daïkon, chou pak choï et carottes",france,france,plats préparés,2015-10-07t12:39:08z,2016-04-17t16:10:25z
